split,unit,rmse,age_rmse,leak_peak,diagnosable,ds,failure_mode
3,5002,7.190950919500582,5.393772330231236,1.0,False,DS05,HPC
3,5003,10.789828363753324,9.146159447219404,1.0,False,DS05,HPC
3,5004,11.169235713053387,19.745557449381902,1.0,False,DS05,HPC
3,5005,14.348417445517157,20.384249430628103,1.0,False,DS05,HPC
3,5006,7.96472595782459,7.149051329717862,1.0,False,DS05,HPC
3,5007,9.318425639969815,9.621537836013514,1.0,False,DS05,HPC
3,5008,9.419119412321841,14.246411295886997,1.0,False,DS05,HPC
3,5009,7.651825510509548,5.15282709253523,1.0,False,DS05,HPC
3,5010,7.55190518854575,7.128431265878666,1.0,False,DS05,HPC
3,6001,9.046890320015661,3.597761212823833,1.0,False,DS06,HPC+LPC
3,6002,6.739264843260906,3.597761212823833,1.0,False,DS06,HPC+LPC
3,6003,9.77816797134967,9.146159447219404,1.0,False,DS06,HPC+LPC
3,6004,8.482472530042903,11.21477027692397,1.0,False,DS06,HPC+LPC
3,6005,14.376911262592742,19.745557449381902,1.0,False,DS06,HPC+LPC
3,6006,6.709883132149031,6.15076865011104,1.0,False,DS06,HPC+LPC
3,6007,7.878034342238934,5.393772330231236,1.0,False,DS06,HPC+LPC
3,6008,10.053994758662071,14.246411295886997,1.0,False,DS06,HPC+LPC
3,6009,6.5873897636546,5.15282709253523,1.0,False,DS06,HPC+LPC
3,6010,7.201207398534012,7.128431265878666,1.0,False,DS06,HPC+LPC
3,7001,9.611637087381723,7.149051329717862,1.0,True,DS07,LPT
3,8009,16.831036080377157,17.085222676960147,1.0,True,DS08a-009,HPC+HPT+LPC+LPT+fan
3,8013,7.9731278548437245,18.135144026152226,1.0,True,DS08a-009,HPC+HPT+LPC+LPT+fan
3,9005,13.00796217664974,24.12697026229864,1.0,True,DS08c-008,HPC+HPT+LPC+LPT+fan
4,1002,7.663900966415844,0.9897223529208437,1.0,True,DS01-005,HPT
4,2002,7.663900978293582,0.9897223529208437,1.0,True,DS02-006,HPT+LPT
4,3002,7.504937249347335,0.9549457357763859,1.0,True,DS03-012,HPT+LPT
4,3004,7.173736984723646,13.884310687512183,1.0,True,DS03-012,HPT+LPT
4,4001,11.881991705801623,11.31709874827775,1.0,False,DS04,fan
4,4002,14.023656150041202,0.9549457357763859,1.0,False,DS04,fan
4,4003,15.656771271458783,20.3820809908637,1.0,False,DS04,fan
4,4004,15.606045389968216,4.908833763086304,1.0,False,DS04,fan
4,4005,9.995580729561983,20.3820809908637,1.0,False,DS04,fan
4,4006,11.875995517066341,8.109986313396192,1.0,False,DS04,fan
4,4007,9.317416262430056,11.31709874827775,1.0,False,DS04,fan
4,4008,10.45137585345729,19.75116404708252,1.0,False,DS04,fan
4,4009,13.428160757176284,0.9549457357763859,1.0,False,DS04,fan
4,4010,12.856441352181209,9.740738985011962,1.0,False,DS04,fan
4,5001,8.78498622695515,5.55634559740343,1.0,False,DS05,HPC
4,5002,7.201454290040014,5.55634559740343,1.0,False,DS05,HPC
4,5003,8.694832266441288,8.895422213321808,1.0,False,DS05,HPC
4,5004,11.026269830534691,19.75116404708252,1.0,False,DS05,HPC
4,5005,14.423822824716453,20.3820809908637,1.0,False,DS05,HPC
4,5006,6.444823461736556,6.901020227945142,1.0,False,DS05,HPC
4,5007,10.324926817257454,9.740738985011962,1.0,False,DS05,HPC
4,5008,9.550394338575698,14.315706554978867,1.0,False,DS05,HPC
