target,inputs,rho,R2,NRMSE,is_baseline
HPT_eff_mod,Wf+T48+Ps30,0.6274064032581883,0.4820919036998049,0.7196583191349873,False
HPT_eff_mod,T24+T48+P50,0.6273455410476193,0.456047835412804,0.7375311278767805,False
HPT_eff_mod,Wf+T24+T48,0.6272337316873102,0.4300717588624827,0.7549359185636337,False
HPT_eff_mod,T24+T48+P40,0.6270620440299252,0.4925845022685976,0.712331031004127,False
HPT_eff_mod,Wf+T48+P40,0.6269382890856124,0.4846828034255938,0.7178559720267056,False
HPT_eff_mod,T50+P21+Ps30,0.6269014555302295,0.5084930650038708,0.701075555839832,False
HPT_eff_mod,Nc+T48+T50,0.6268705196954047,0.7342930158628196,0.5154677333618279,False
HPT_eff_mod,T48+T50+P21,0.6262015439505529,0.43727756575012167,0.7501482748429663,False
HPT_eff_mod,T48+P21+P40,0.6259830204258414,0.5317191292370411,0.6843105075643358,False
HPT_eff_mod,Nc+T48+P50,0.6259726289113162,0.7497129851191169,0.5002869325505946,False
HPT_eff_mod,T50+P15+P21,0.6259221093128559,0.38455634985950204,0.7845021670718941,False
HPT_eff_mod,Wf+T50+Ps30,0.625854743527687,0.46580669414818343,0.7308852891198568,False
HPT_eff_mod,T48+P21+Ps30,0.6256487254656231,0.515333496176757,0.6961799363837219,False
HPT_eff_mod,T50+P15+Ps30,0.6255037174316869,0.512540407699343,0.6981830650342767,False
HPT_eff_mod,T48+P15+P40,0.6254522359315554,0.5500945913180383,0.6707498853387616,False
HPT_eff_mod,T48+T50+P15,0.625316340626226,0.4345621705230217,0.7519560023545117,False
HPT_eff_mod,Wf+T50+P40,0.6251780834374823,0.4609120255389231,0.7342261058155567,False
HPT_eff_mod,T48+T50+Ps30,0.6250691973476529,0.47504576733063486,0.7245372541625208,False
HPT_eff_mod,T30+T48+Ps30,0.625020392110463,0.7746861500589538,0.47467236062472207,False
HPT_eff_mod,T48+P21+P24,0.6249689625832877,0.42652637211420175,0.757280415622772,False
HPT_eff_mod,T50+Ps30+P50,0.624726637607041,0.4815857542150226,0.7200098928382704,False
HPT_eff_mod,Wf+T50+P50,0.6246940373316442,0.3588737619576443,0.8007035893777146,False
HPT_eff_mod,Nc+T30+T48,0.6246886610713368,0.711242608184392,0.5373615094288091,False
HPT_eff_mod,Wf+T48+P50,0.6246008948186778,0.39328829156652434,0.778917009978262,False
HPT_eff_mod,T50+P24+P40,0.6245142753301919,0.5345929859111886,0.6822074567818879,False
HPT_eff_mod,T24+T50+Ps30,0.6242110907609945,0.4857643857099765,0.7171022341967871,False
HPT_eff_mod,T50+P21+P40,0.6241781640652602,0.5235462966858585,0.6902562591633209,False
HPT_eff_mod,Wf+T50+P24,0.6241339332987516,0.4477443534785649,0.7431390492508352,False
